0	0
0.001	15.451477162568
0.002	17.3838154827224
0.003	18.6243282606841
0.004	19.5578091051016
0.005	20.313974599343
0.006	20.9534585313123
0.007	21.5098148010083
0.008	22.0036790756186
0.009	22.4487017980403
0.01	22.8544094807438
0.011	23.2277295548835
0.012	23.573866304228
0.013	23.8968344116509
0.014	24.1997996459593
0.015	24.4853050123841
0.016	24.7554258383943
0.017	25.0118791119358
0.018	25.2561024281342
0.019	25.4893121889413
0.02	25.7125472988631
0.021	25.9267025065403
0.022	26.1325542157787
0.023	26.3307807276949
0.024	26.5219783024913
0.025	26.7066740403588
0.026	26.8853363120314
0.027	27.0583832803872
0.028	27.2261899194557
0.029	27.3890938394064
0.03	27.5474001543761
0.031	27.7013855767518
0.032	27.8513018815701
0.033	27.9973788544013
0.034	28.1398268128941
0.035	28.2788387742492
0.036	28.414592326942
0.037	28.5472512540707
0.038	28.6769669470503
0.039	28.8038796414874
0.04	28.9281195015483
0.041	29.0498075746863
0.042	29.1690566349857
0.043	29.2859719304374
0.044	29.4006518470521
0.045	29.5131885007315
0.046	29.6236682661738
0.047	29.7321722507254
0.048	29.8387767199504
0.049	29.9435534807327
0.05	30.0465702269241
0.051	30.1478908518687
0.052	30.247575731563
0.053	30.3456819817161
0.054	30.4422636915614
0.055	30.5373721369104
0.056	30.6310559746326
0.057	30.7233614204821
